PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
Q9GZT3,SLIRP,25.23330498,6.516545773,8.351657867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.04681396,14.26596737,17.10588074,118.4389191,33.84815598,NaN,9.801271439,8.179461479,31.93486595,81.24905396,NaN,12.19381523,45.9236412,NaN,NaN,NaN,NaN,NaN,NaN,44.00011063,10.03205109,13.61490726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.63680458,38.76699829,28.36467552
Q9GZT8,NIF3L1,67.19638824,42.75563431,68.97014618,63.56367111,40.32098389,83.05501556,87.37909698,70.67995453,79.79464722,31.72075844,54.80451584,67.02792358,40.12693024,NaN,34.17446518,14.84263515,21.3131752,36.20081711,28.0200882,15.78033924,21.36880493,25.44095802,24.37837601,7.581241608,36.01864243,14.75016689,31.83295631,35.62005234,6.262578011,16.44666672,9.762605667,32.19903946,16.71145248,22.5069809,11.21688938,NaN,NaN,7.781345367,18.06286621,15.32384777,26.26503754,16.16451645,15.98466301,NaN,16.91143417,15.65410423
Q9GZU7,CTDSP1,122.527916,111.6828918,163.0588226,40.32306671,21.14336395,NaN,31.69141197,46.21768188,36.98055267,NaN,38.93970871,40.00471497,46.66308975,66.1869278,45.48609924,20.53857231,96.27455139,NaN,58.00896454,8.756052017,NaN,26.38825035,53.48841095,21.80618477,33.90241241,20.37047386,58.51725769,20.54063797,21.76542854,NaN,15.96327019,NaN,NaN,22.94270325,25.67323303,89.17989349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.04265976,26.5607338
Q9GZX9,TWSG1,45.30008316,44.23071289,61.03209686,37.00810242,57.7203598,33.54838181,42.08918762,41.54760742,51.36606216,61.59957886,28.89022446,27.49878883,23.83418465,57.85958481,62.83179855,46.74895096,39.46376419,82.38365936,24.5315876,61.94471741,58.25922775,50.23244476,64.24570465,57.24063873,63.98251343,56.87500763,34.25378799,38.57488632,57.92302704,40.21343231,56.01502228,33.5747261,54.13634109,42.50912094,39.57068634,36.48741531,14.69583607,30.03884697,24.05212593,48.78793335,33.56189346,57.70183182,30.51602364,26.08922195,34.50183105,13.83333874
Q9GZY6,LAT2,74.12083435,15.05367088,22.81480408,39.06987762,35.83797836,NaN,NaN,37.16537476,NaN,NaN,45.55173874,NaN,16.62298775,31.68601799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.96259689,NaN,28.39465714,NaN,41.08672333,12.78174591,NaN,39.36601257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.81071472,NaN,NaN,50.64617538
Q9GZZ9,UBA5,174.9702301,192.7321167,379.6244202,8.45135498,153.6844482,59.58747482,159.8088837,33.30895233,53.8433609,NaN,30.33880615,99.76476288,71.83522797,NaN,73.45585632,40.09498978,45.28006744,43.61480331,53.58380508,NaN,73.56587219,33.60166168,52.3623848,31.99069214,58.57731628,11.40349865,97.85881042,61.56523895,22.51550293,30.96818161,26.94575119,NaN,3.482082605,54.26224518,35.96860886,35.24449921,13.11574554,24.18310928,15.46178246,32.76889038,NaN,38.55147934,31.82979584,34.75055695,93.30762482,28.21355438
Q9H074,PAIP1,23.88027191,29.78490448,36.57936478,NaN,17.95697021,9.794486046,NaN,13.02722263,60.22924805,22.39040756,NaN,17.91447449,10.79570866,65.14254761,17.58415794,19.74782562,41.08744812,12.74890327,39.42156219,19.87361526,14.87880135,7.818030357,26.403862,19.41483688,NaN,17.68816757,23.20650864,42.61976242,14.55103302,16.84912109,30.46986198,NaN,25.11610794,41.35674667,36.66312408,49.69884872,31.1272316,20.1072998,26.54270744,43.26052094,37.20751953,8.419189453,35.96437454,18.75684547,21.10551071,23.35469437
Q9H082,RAB33B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.05548859,NaN,NaN,NaN,NaN,13.31403542,NaN,NaN,NaN,NaN,NaN,NaN,170.5614624,71.06635284,74.17871094,32.04946518,13.73762035,34.77637482,NaN,NaN,23.19617653,53.45877838,NaN,10.67569733
Q9H091,ZMYND15,20.6284256,15.45324612,NaN,37.27242661,19.6139946,NaN,39.34417343,29.68543243,NaN,NaN,NaN,NaN,NaN,66.71554565,NaN,30.78607941,69.04470825,28.32158661,107.0219803,NaN,36.41635513,48.388134,39.71967316,NaN,46.21718597,47.21510315,25.33807373,37.79035187,86.00393677,13.21212006,97.89652252,212.584198,NaN,313.6502075,103.9765167,54.78970337,45.85446548,60.05231476,118.8838882,157.3709717,106.1857224,38.12238312,223.6837921,160.820755,93.27832031,154.5493469
Q9H0B8,CRISPLD2,NaN,15.85284424,11.57482433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.74429893,NaN,25.12861824,NaN,20.82368279,NaN,44.55004501,NaN,80.34637451,7.398181438,NaN,6.835217476,50.00386047,56.35601807,84.63697052,30.04152298,NaN,NaN,53.84218597,NaN,NaN,NaN,32.12646103,32.17664337,60.42228317,NaN,NaN,NaN,NaN,99.47109985,49.76887894,14.84006596
Q9H0E2,TOLLIP,111.2708054,101.897644,160.8572388,69.97576904,60.5796051,46.63051605,67.65724945,55.87628174,91.58744812,33.26773071,48.75239182,52.01236725,67.88077545,25.63121223,43.24968338,41.2894249,72.17653656,51.61797333,52.53392029,26.74214172,89.96891022,28.47415161,58.75124359,24.42439842,39.35585022,35.55893707,73.84236908,38.72169113,38.43008041,34.15194702,48.44551849,22.81355476,32.54922104,37.69493103,22.88259888,19.43632126,36.91482544,19.67883301,16.8573246,13.53228283,17.94014359,27.67267799,22.54131699,21.47969055,51.50220871,32.23840714
Q9H0F6,SHARPIN,71.45349884,93.4183197,104.5645523,NaN,21.68817711,NaN,9.835562706,NaN,3.882956982,NaN,NaN,NaN,NaN,NaN,10.17355156,8.268719673,17.48709488,7.731956005,NaN,NaN,16.05315971,NaN,17.70967674,5.679731846,NaN,8.538144112,21.99402046,8.259181976,11.81297398,NaN,9.889765739,NaN,NaN,14.8554039,6.011742592,7.395075321,NaN,NaN,NaN,NaN,6.32837534,NaN,NaN,NaN,34.83214569,7.731571674
Q9H0K6,PUS7L,2208.777344,2774.819336,2101.105957,1292.404297,1834.432129,2030.64563,2519.241211,1435.711304,1283.02124,1981.670044,1078.648804,1129.191284,923.0886841,4850.168457,4159.811035,3162.562256,413.0201416,3019.713867,1690.519531,5264.685547,1902.920044,2564.85791,1458.541992,2362.402588,1726.907227,1414.639771,1654.048462,1882.55835,1266.766113,1873.939331,3030.589111,1913.865234,1951.225464,1780.422119,2710.369873,1683.283936,1589.018921,2075.720947,3392.65918,3446.099609,4512.232422,3138.765625,3955.125244,1876.165649,1543.672119,1172.678345
Q9H0P0,NT5C3A,35.91363144,23.4669857,19.33353806,18.02680588,39.78216553,34.55620575,22.94698143,27.64282036,27.43528557,NaN,NaN,48.47737122,24.54871559,NaN,11.08370495,22.17750168,29.46776199,17.76309395,38.92124557,4.509850502,30.77198601,10.15524387,27.8555851,17.76479721,26.28329468,11.54415131,21.33104706,16.49107742,22.13806534,15.92529392,23.3944664,NaN,23.80049896,19.70143127,13.2024641,16.71517563,24.6566658,9.883127213,13.58956051,NaN,18.74151611,15.91279888,NaN,18.57725906,33.09376526,28.87600708
Q9H0R4,HDHD2,49.62942505,31.97815514,51.31637192,18.11328888,10.57463074,40.21298599,32.36889648,5.156430721,12.67561531,17.24803925,18.02555084,58.2651062,36.81376648,NaN,13.72822857,NaN,7.699284077,10.40167332,26.93707085,5.244991302,31.47190857,7.148943901,23.79623222,3.555439234,9.348223686,9.989610672,23.75074005,11.26030636,11.85756969,NaN,22.34042358,NaN,NaN,7.076138496,7.903902531,NaN,NaN,1.141140223,NaN,NaN,3.605276346,NaN,4.006235123,6.594584465,34.12188339,5.48300457
Q9H0T7,RAB17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.15013504,NaN,NaN,NaN,NaN,NaN,NaN,15.34031296,16.63158798,NaN,NaN,NaN,NaN,NaN,NaN,16.59976006,NaN,NaN,NaN
Q9H0U3,MAGT1,17.13861465,21.76133347,32.01659393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.4005785,16.82659912,24.34604263,10.58100986,35.11863708,NaN,25.33135033,13.50920582,36.5875473,12.04450893,NaN,15.153368,52.90977097,NaN,3.537986755,NaN,17.99437141,11.27203369,NaN,NaN,67.91923523,50.57448196,14.42184734,19.25319099,54.58790207,NaN,NaN,NaN,17.00034142,30.99297905,29.82888412,40.50820923
Q9H0U4,RAB1B,263.6153564,239.0993195,266.6874084,156.8275604,77.42124939,63.78861237,56.99664307,73.68203735,145.8758545,44.03290176,46.20988083,86.09115601,85.08960724,366.1786804,88.89169312,107.6184769,170.6725311,78.30939484,168.5018768,42.96340179,135.6972198,106.9055252,121.7228088,91.63954926,44.89179611,60.36045456,222.2415924,72.6077652,88.88134766,20.08160591,109.6420517,24.12615967,27.31678963,91.84304047,111.1676865,237.7316589,106.1505661,116.9152908,55.18933487,54.58575439,52.88759613,41.26440811,77.75962067,180.2777863,157.3446198,214.719574
Q9H0W9,C11orf54,83.22687531,84.72595978,122.7454605,52.58771133,46.15058517,2.868954897,19.52492905,23.37856293,32.60391998,NaN,NaN,40.3105278,NaN,NaN,31.39349174,21.64569473,36.82698059,16.7954216,34.86019897,26.48912239,31.84844398,20.24041176,37.76871872,28.31178856,23.54372597,26.43852043,23.82836342,21.70453262,24.20165634,17.25845909,16.44493294,NaN,25.017313,21.47175217,19.93762779,29.73332787,14.55551815,14.59834003,8.300383568,16.66066551,NaN,16.44595909,19.06738853,12.10646915,37.93799973,21.5293045
Q9H0X4,FAM234A,43.99756622,112.458107,9.369703293,46.79220963,2.424298763,28.23049355,12.53107071,32.27532578,NaN,11.18272305,NaN,46.49037552,37.17843628,NaN,19.30981064,15.85777283,79.5044632,NaN,53.17478561,24.46547699,35.86435318,22.89031029,40.37908936,NaN,18.20697594,20.51627159,41.0798378,12.08416557,21.7218895,8.751476288,34.24185562,NaN,13.07548523,16.78559113,19.33600044,13.77403545,NaN,17.24602699,29.85645866,16.36385155,NaN,16.52855682,11.56673431,19.00809479,51.05218124,41.4606514
Q9H159,CDH19,72.97360229,107.498703,110.02948,93.54663849,97.65852356,109.1731262,102.0894394,81.73284149,53.40972137,197.6009979,154.5179291,87.24197388,77.83950806,205.0075684,329.3539124,105.7805634,15.9649868,117.9007187,37.90041733,339.0354004,53.98391342,111.6503906,14.94191742,453.087616,106.6434708,52.74583817,115.0084534,96.80612183,36.20653534,180.6464539,67.78899384,180.2153778,179.9086151,53.09952545,25.05946541,100.980896,40.73598862,48.33615112,64.61377716,147.7257996,200.2800903,190.5182953,83.05492401,30.32535362,26.99869347,86.83733368
Q9H173,SIL1,15.68866444,16.44740868,12.68423367,10.29259586,10.33728695,11.47515869,19.28218269,9.790260315,6.033695221,3.584616661,8.012188911,11.47013569,6.981270313,54.12116623,16.0159874,18.0214653,29.68958664,20.48039818,18.97142029,17.66174889,18.96224785,23.6954155,24.40193367,11.74901772,7.910570621,28.59764099,6.615087986,9.869029999,25.65301323,34.96349716,13.92395973,18.61088943,16.40745735,32.40402222,34.26305008,20.93576431,56.10713577,34.39500809,29.89800644,31.55610085,19.00469208,27.86122513,19.36013794,50.32232666,26.22654533,33.46728516
Q9H190,SDCBP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230.4788971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179.5077209,NaN,NaN,NaN,33.4936676,46.71207047,NaN,23.49459457,NaN,152.7686615,NaN,92.45664978,86.21067047,NaN,NaN,82.1027298
Q9H1A4,ANAPC1,56.23421478,112.1445847,10.1517849,19.41936302,14.25044537,12.02706242,4.946092606,NaN,NaN,NaN,14.18779278,19.35352707,23.6588459,NaN,17.63672447,4.53027153,16.12913132,14.41357327,19.28194809,NaN,21.2159481,9.227500916,9.990157127,NaN,23.16188622,14.1321373,40.28559113,17.76877403,17.47186852,NaN,7.738538742,12.018116,NaN,13.97617531,NaN,NaN,NaN,NaN,9.507814407,NaN,NaN,NaN,NaN,212.1759338,27.59894371,20.86758232
Q9H1B5,XYLT2,242.7076416,217.4672089,325.0215454,144.8177185,121.8435135,89.77909851,90.37438965,126.465477,110.1651077,98.14945984,73.21633148,57.94079208,127.3949127,193.5703888,108.7025681,146.4809265,228.7554932,270.1453552,196.1959076,87.28723145,191.2225647,158.7689056,256.6463623,101.0708389,92.92501068,141.9479065,104.0412216,110.0266418,417.3725891,152.8638611,187.0741425,88.1286087,80.10138702,198.2288361,384.7144775,342.9509277,294.5983276,361.0491028,583.5583496,568.458252,192.4952545,235.5616302,537.677002,578.8942261,329.680481,233.8549347
Q9H1C7,CYSTM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.53672409,NaN,NaN,122.0906448,NaN,NaN,NaN,NaN,NaN,86.94582367,58.300457,74.32197571,37.06651306,54.6178894,42.29498672,NaN,NaN,53.2695694,107.1175537,65.20651245,252.5053406
Q9H1E5,TMX4,35.66382599,62.37709427,5.515281677,NaN,9.713777542,NaN,32.47583771,NaN,9.963456154,NaN,NaN,31.09077835,NaN,112.2399521,26.1891346,21.29792976,87.74807739,30.1198597,96.03753662,77.84603882,40.5144577,23.57801437,33.96090317,21.93077278,NaN,12.11501122,63.62641525,298.2658691,30.54167747,NaN,55.50629425,NaN,27.54938698,55.92835999,241.1426544,309.0082703,91.11367798,29.1473465,139.4897003,55.5488205,45.25738525,68.443573,179.522583,38.90833664,66.91557312,40.6146698
Q9H1K6,TLNRD1,7.37660265,13.24394226,7.812129021,7.040072441,15.72094154,5.474410057,5.20041275,NaN,4.863745689,10.53335094,10.64943314,NaN,NaN,NaN,4.74445343,NaN,4.484813213,8.021988869,NaN,NaN,8.403765678,NaN,7.818036079,3.671120405,7.143672466,4.439677715,NaN,11.42464542,NaN,8.401737213,3.636508465,NaN,7.643039227,5.679196358,4.831797123,5.462993622,1.583160162,4.420185566,3.995575428,2.776350021,NaN,5.31726408,13.18612576,9.520223618,4.206365585,NaN
Q9H1P3,OSBPL2,31.52410889,19.61239433,29.28702736,NaN,NaN,NaN,11.96768951,NaN,NaN,NaN,NaN,38.45651245,NaN,NaN,NaN,8.356491089,NaN,74.5869751,NaN,49.46191025,7.700751305,NaN,NaN,NaN,NaN,12.84895802,39.64442062,20.63020515,24.15180969,NaN,32.0536232,NaN,29.05694389,NaN,28.72023773,NaN,27.06909752,53.73170471,52.93242264,NaN,NaN,NaN,NaN,NaN,33.1801033,21.02144432
Q9H1U4,MEGF9,36.00400925,35.13795853,20.94893646,11.42874527,26.74988747,55.44971848,47.02676392,27.46128464,25.57538986,23.59194946,50.36177444,31.51887894,30.8066082,34.35503006,16.4973774,21.38260078,35.591362,77.48820496,26.66173553,52.4073143,52.40969086,36.98234177,28.70404816,43.89627075,61.13296509,37.68521118,24.54995728,65.99780273,25.99290848,46.79929352,62.66795731,65.58267212,65.00281525,78.31446075,55.98421478,46.99126816,28.83417511,25.35837555,13.89731121,59.27158356,66.98003387,35.52009583,58.01115417,23.98128319,10.73846912,11.16472626
Q9H1Z8,ECRG4,207.2501373,112.8461685,63.77383423,86.96537781,71.47596741,74.79518127,NaN,NaN,128.0034027,79.13350677,30.45027924,78.51932526,63.05757904,437.6245117,311.727478,319.1590576,66.51929474,159.8099518,80.99468994,302.9234619,164.7449951,202.2882233,57.63668442,382.6271057,258.859436,94.82408905,141.8382263,116.6410522,75.14110565,438.8265991,128.3732758,153.8848877,515.1836548,66.62890625,259.8471069,109.4602051,166.3938904,162.0041504,44.7100029,103.710434,318.6777039,271.645752,278.8238525,41.32899475,25.04751968,121.1637878
Q9H221,ABCG8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.42833042,27.91610336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8180294,NaN,56.92016602,12.74832344,NaN,70.92703247,NaN,NaN,25.14971924,45.01731491,335.302887,17.27383804,NaN,39.25653076,70.06307983,NaN,34.17209625,88.67421722,NaN,19.21214104,NaN
Q9H223,EHD4,110.9916916,117.0500259,87.81170654,66.95810699,86.19540405,71.07051849,70.62258148,56.98046494,72.41340637,43.06006622,67.91540527,64.4807663,71.80692291,119.7907257,87.33837128,41.40727615,68.53678894,70.8061142,60.76304245,44.75673294,85.81642151,42.12347412,64.21311188,51.64392471,57.88737106,51.36933899,53.64321136,56.59318161,44.28207397,57.19019318,93.64491272,50.88641357,45.27338409,52.83687592,110.3950653,140.263855,42.12559509,37.80833817,47.97416306,169.8354645,32.63299942,74.1647644,96.0388031,33.00371552,81.62739563,50.52050781
Q9H244,P2RY12,140.9647675,135.0172424,121.0384216,NaN,54.45485306,55.03914642,NaN,NaN,73.65226746,NaN,NaN,90.68310547,NaN,32.86871338,16.62522316,19.05345917,117.1144028,NaN,115.4213333,19.19705963,90.26205444,NaN,81.38004303,NaN,NaN,56.74871826,63.99288559,NaN,39.42129135,NaN,58.74115372,NaN,NaN,NaN,45.90845871,59.56445313,57.34864044,83.789505,27.76125526,NaN,NaN,NaN,NaN,57.23192978,84.83721161,35.13129044
Q9H251,CDH23,127.1071625,128.4374084,95.47283173,128.5402527,67.80400085,99.50351715,119.6517487,105.1601563,71.36042023,164.4695435,77.35621643,73.22212982,93.92897797,443.4749451,219.0890198,118.0692062,16.21229935,169.2381744,15.17755127,217.7370605,53.71956635,119.9717941,4.488951206,244.2194824,82.05677032,85.72694397,85.31491089,202.8546906,12.65226078,188.7535553,12.79534054,195.7045593,219.207428,12.29976654,19.02480507,48.2725029,28.5186348,23.90579224,18.26374054,168.6310425,184.738739,136.5055542,167.4665985,8.9185009,11.60921097,28.9553318
Q9H257,CARD9,22.64109039,NaN,NaN,NaN,17.59046936,NaN,NaN,54.09862137,NaN,102.1892242,174.8608551,NaN,NaN,507.1260681,NaN,12.82878876,NaN,NaN,NaN,19.53673363,NaN,NaN,NaN,NaN,NaN,NaN,31.44709015,NaN,NaN,NaN,NaN,73.4982605,NaN,NaN,NaN,136.4991302,23.91216278,NaN,NaN,74.63304138,NaN,NaN,34.77957535,NaN,NaN,27.10060501
Q9H267,VPS33B,16.85650063,26.24653816,16.69898987,9.129249573,6.895981789,3.891115665,9.534417152,NaN,4.685472012,NaN,3.258305073,8.156809807,2.891587257,NaN,NaN,1.477986336,6.176567078,NaN,NaN,1.52860868,9.683648109,3.085984945,10.57192421,5.350352287,NaN,NaN,4.389644146,1.989993691,1.803112745,NaN,11.37399101,NaN,NaN,4.494743824,NaN,NaN,NaN,NaN,2.882037163,NaN,NaN,NaN,NaN,3.115800381,13.50978279,3.98933506
Q9H269,VPS16,36.38894272,38.78915405,32.39887238,NaN,8.891479492,NaN,NaN,7.107309341,NaN,NaN,NaN,6.580633163,NaN,NaN,NaN,1.809365749,16.3676548,NaN,14.97011662,NaN,15.10791111,10.03453827,13.05498505,16.54821014,NaN,8.070597649,16.76961708,NaN,7.432672501,NaN,NaN,NaN,NaN,8.805212975,8.577203751,20.84182358,22.276577,10.68702316,3.949658155,NaN,NaN,NaN,NaN,16.49680138,38.1002121,9.504945755
Q9H299,SH3BGRL3,99.61748505,82.80909729,238.6717834,319.7469177,117.1674271,69.27651215,85.40396118,100.3223038,374.1272888,117.2447357,99.2153244,152.5105896,124.1010056,NaN,26.29080582,32.03902817,170.8021088,30.92531776,161.2465668,39.47715378,59.13635635,20.03302383,62.69554901,18.17272186,27.08601952,27.47545242,136.4831543,22.87549019,42.00019455,17.10365486,56.69182587,21.10232925,9.283311844,46.79730225,34.10595703,56.28058243,38.35694885,24.08357048,26.27770042,22.80313683,11.17150688,11.78997326,15.47585201,34.21117783,135.6960297,41.23873138
Q9H2A2,ALDH8A1,8.544380188,NaN,1.717290401,NaN,NaN,NaN,NaN,11.99493504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.485879421,NaN,NaN,NaN,NaN,16.43504143,13.53032589,NaN,26.65382004,NaN,36.54717255,8.423335075,NaN,NaN,NaN,NaN,39.77593994,21.87174988,30.20522881,16.18225098,NaN,18.36227226,10.24224377,NaN,NaN,32.57191086,NaN,NaN,18.77680969
Q9H2A7,CXCL16,20.22273827,28.08736229,31.38372993,11.80017948,17.81083488,16.61063766,10.20576096,19.24373817,23.37299919,9.673353195,44.77272034,12.25700951,28.37215614,27.08924675,7.035439014,26.21707153,36.74325943,31.20021629,20.88454056,31.28479195,20.36748505,18.87851143,21.71096802,24.78617477,34.27536011,12.67687702,14.56463814,15.24738503,21.91651344,30.52321053,20.11382866,24.67579079,32.87018204,106.0849075,17.81838226,22.60853004,15.32341957,38.735672,24.26474762,45.08521652,23.14818382,26.16139412,45.47962952,21.86131668,16.24941444,24.03967094
Q9H2D6,TRIOBP,102.9682083,59.47884369,54.80994034,15.45413494,20.26371765,56.61888885,28.96361732,11.55503845,30.9311657,NaN,36.5541153,35.93928909,38.54986572,NaN,7.700329781,22.53308296,30.44524193,NaN,23.84651947,47.64877319,32.06768799,16.51466751,27.52414894,7.826871395,NaN,9.470858574,16.54294014,23.84230423,24.50707054,NaN,21.06891251,124.8559418,NaN,13.8070364,4.532369614,6.374036312,13.80658627,14.1031847,6.301341057,NaN,NaN,12.76006794,NaN,21.67338371,91.48642731,19.29265404
Q9H2G2,SLK,81.76972198,87.59149933,131.5614166,40.54240417,52.40559769,75.79072571,125.4662933,39.2315712,67.70080566,48.03536987,53.0047493,91.17228699,75.66618347,46.77637482,108.7374802,21.27461052,55.24571991,54.14057159,48.96546936,36.66507721,56.60325623,34.5564003,58.20161057,28.70425415,56.87702179,40.44765091,50.47095871,29.02103043,33.41876984,33.95721436,39.3599205,22.20298195,25.77405739,23.31712914,14.47704697,22.11935997,16.20108223,19.29584312,12.9435482,3.942640066,23.17774773,28.02398682,19.05427742,27.06216812,75.01248932,42.39398956
Q9H2K8,TAOK3,220.8658447,323.510498,292.6410828,157.3883514,152.2181549,137.2591858,129.9876709,139.908905,190.4284668,44.01528168,92.00330353,76.55213165,118.4241104,61.88689804,53.90151978,36.78510666,91.82236481,21.01835442,67.26255035,41.28766251,68.73343658,45.89568329,85.31768036,45.82385254,29.31988144,29.36443329,61.04975128,22.32508278,45.44756317,30.0920639,23.68973923,11.54716778,12.54592133,44.36800385,32.42480087,73.59909058,86.57124329,53.82826614,36.52827454,33.78160858,23.673563,22.42765427,37.84645462,62.75392151,206.6185303,59.86018372
Q9H2M3,BHMT2,8.737709999,NaN,NaN,NaN,8.807565689,NaN,NaN,27.11567116,NaN,NaN,22.79406548,NaN,NaN,NaN,NaN,8.334451675,NaN,NaN,22.96083832,9.264285088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.71579361,NaN,NaN,NaN,NaN,NaN,NaN,9.113276482,NaN,NaN,NaN,23.03143692,NaN,NaN,NaN,39.02293015,NaN,NaN,17.79131317
Q9H2M9,RAB3GAP2,72.12733459,30.15809631,246.6075287,11.93165016,64.27754211,21.5365696,21.94905472,14.32126617,9.533708572,46.50573349,21.17722321,23.431633,13.6089859,33.40122986,28.5604496,29.22402382,52.14661407,29.19822502,65.47281647,11.06095886,70.88307953,35.40724945,72.76953888,23.46813011,18.18227005,16.61399269,62.99012756,7.273988247,17.81296158,3.95032692,19.22735023,6.75775671,NaN,16.53077698,8.785125732,14.48492146,16.72581673,8.340639114,8.608463287,6.137273312,5.882699966,10.51981735,9.477725029,17.14506531,61.73168564,38.14144897
Q9H2U2,PPA2,43.13998032,11.34022331,21.46928978,NaN,10.74475288,5.51005888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.45717239,46.81863785,57.11921692,173.6026611,35.75998306,86.01679993,24.15912628,89.09222412,52.8265419,94.67515564,66.69226837,29.64396858,45.4647522,149.6115112,239.3270111,31.41462326,9.887669563,74.02320099,25.46872902,6.244568348,13.34572887,20.23410606,55.52069855,35.80965424,26.67711639,20.17641068,4.386147022,10.36875057,45.02622986,29.40964127,60.41758347,80.71883392,80.10616302
Q9H307,PNN,8.712236404,NaN,39.70251465,4.119922638,29.08124542,11.91658974,16.423769,2.342395544,2.20733285,NaN,3.532467365,33.3511467,48.94300079,NaN,NaN,NaN,40.54148483,9.380607605,4.902387142,NaN,21.50297165,22.28725433,15.45495415,NaN,NaN,14.87448692,11.28943825,8.478090286,10.79766846,NaN,NaN,NaN,NaN,NaN,10.05834389,NaN,24.87656593,12.47922802,9.940225601,NaN,NaN,NaN,15.03562164,13.39689445,45.98231888,10.2417078
Q9H330,TMEM245,15.80035877,5.986106873,2.923031569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.260875702,25.12861824,8.321848869,13.7174511,9.024485588,13.4382515,5.788595676,26.19243622,4.896270752,NaN,8.858137131,20.11034393,NaN,7.47795105,10.1404314,21.02382851,NaN,NaN,NaN,44.15438461,69.25883484,27.73450279,21.28549004,9.227749825,NaN,NaN,NaN,NaN,19.0334034,18.35704994,29.62710571
Q9H361,PABPC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.421850204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H3G5,CPVL,114.1750488,118.6630402,181.4964142,50.38394928,66.24668121,46.56325531,31.19363213,31.8276577,22.47426033,114.3004684,83.70040894,28.08571243,46.70053864,190.1787415,198.6608734,184.7349091,61.94086838,285.9523315,55.89152527,81.530159,146.1382294,171.0139465,103.2684097,243.0096436,251.3759613,154.5313721,186.4203949,74.35774994,58.07709122,206.7619324,90.78473663,90.41695404,208.4871216,140.766037,110.4829788,86.14896393,136.3251648,112.1417847,188.8867188,298.1800842,120.4850845,391.0074463,198.4225006,84.40670776,106.2145538,78.30096436
Q9H3M7,TXNIP,61.37844849,49.12352753,39.77187729,29.33241081,31.8001461,35.73118973,117.8284149,27.52655602,36.12533188,30.30958557,34.91733551,37.9854126,31.7216301,87.28707123,59.18836212,18.70586014,3.11045742,14.01363182,17.14658737,39.66140747,28.86809921,24.30196571,13.04455757,39.06695557,9.567234993,10.51260567,29.70526505,17.87285423,16.63243294,17.99658775,8.908987045,24.3093605,23.37158775,22.46045113,40.79963303,84.78183746,36.60244751,21.18943214,31.26146317,18.25920868,37.87384033,11.72876453,29.53316307,37.03536606,42.38972473,30.8092556
