PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
O75154,RAB11FIP3,46.06623459,36.71602249,42.48046112,8.519197464,14.62055588,NaN,8.448440552,NaN,15.87503815,NaN,NaN,7.671868801,NaN,NaN,13.01769257,7.430309296,12.73132229,NaN,4.492052555,13.08847618,10.91648006,1.224979281,14.97876358,5.061039448,NaN,7.038909435,33.60801697,NaN,NaN,34.7601738,NaN,NaN,NaN,NaN,NaN,3.042572975,9.636027336,NaN,NaN,NaN,NaN,NaN,NaN,11.55906677,16.25976563,17.22181129
O75165,DNAJC13,32.34497452,33.40343475,37.59309769,5.495707989,12.41509819,2.035562515,NaN,NaN,NaN,NaN,6.793482304,NaN,2.008896112,13.71081829,35.23146057,15.869524,33.55205917,14.2308569,28.53697205,10.70280552,31.3102169,18.57151031,29.26706123,14.94640541,22.98732758,17.54676819,34.90973282,17.35128403,18.05144691,10.14981937,11.64415073,10.8033371,7.965740681,11.90709305,18.76756668,19.68156242,15.60159969,14.52215576,11.2503624,6.306708336,6.446121216,7.295562267,9.207602501,39.70311356,73.13715363,24.09444618
O75170,PPP6R2,106.3417282,69.1140213,74.76145935,27.51956558,45.32206726,20.71058846,27.05078506,11.89304638,14.21066952,34.00194168,38.54201889,30.02328873,31.5994854,NaN,20.7872448,16.2804985,22.50343513,25.67515373,26.45277023,6.484445095,39.51530838,10.35211945,26.42698288,12.28859329,22.30025482,7.157612324,45.98698807,15.13217449,6.304971695,8.410017014,10.6518383,25.68998146,6.066256046,19.98631287,11.7201376,7.308412075,8.967054367,15.01115322,10.55498409,NaN,19.22725868,10.30999565,4.132828236,20.81856155,70.22647858,22.89604187
O75190,DNAJB6,218.3833313,58.11174774,47.94498062,22.30657005,34.61535645,NaN,23.13688469,20.71176529,30.82801437,28.50652695,22.41877937,29.34429932,16.3684063,34.04553223,NaN,34.13690186,81.2580719,44.38754272,114.9743195,10.96681881,53.47168732,45.80617905,25.91823578,34.28305054,NaN,9.935898781,58.3944397,NaN,32.24802017,NaN,NaN,NaN,NaN,19.38036156,33.00682831,123.1006165,39.61738586,24.94542694,NaN,NaN,22.97663689,7.594976902,NaN,23.69538307,11.10290813,37.22945786
O75208,COQ9,8.286401749,9.554508209,6.147165298,2.452712297,NaN,26.01274681,NaN,1.536085486,NaN,2.983874798,2.039367437,18.80605316,13.31690884,23.43021584,4.252892971,NaN,24.29484749,8.157230377,5.010546684,10.07945251,13.62222481,2.308530331,16.22803497,12.01875973,NaN,7.974898338,25.59314919,226.7843781,6.457100868,NaN,5.364463329,27.04004669,NaN,23.7154541,30.26156998,38.62813187,25.57223129,4.733613968,13.17622089,NaN,NaN,22.34119987,47.19629669,2.067093372,5.955166817,11.62999153
O75223,GGCT,22.66222572,14.42708588,NaN,35.56557465,8.504354477,37.42499924,NaN,NaN,76.72292328,NaN,NaN,21.09261513,51.31047821,66.52159882,NaN,NaN,14.59246826,NaN,NaN,8.414599419,NaN,NaN,8.73283577,15.06455994,NaN,6.762833595,NaN,NaN,13.29642391,NaN,NaN,NaN,NaN,NaN,71.71637726,51.04973602,85.45149231,38.86136246,46.52496338,39.5838356,78.92108917,NaN,46.4879837,49.66291428,19.44959831,10.48163891
O75251,NDUFS7,21.07830238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.7071228,NaN,47.09035873,300.4903259,16.65723801,230.8894043,NaN,NaN,13.20954895,10.25931072,8.260642052,NaN,31.26164436,79.45475769,38.44312286,19.98636627,NaN,34.1495018,NaN,NaN,27.49914169,29.05030441,90.81990051,26.64983559,25.18216324,23.17644119,NaN,NaN,NaN,NaN,31.02952194,22.24667549,49.66823959
O75298,RTN2,72.44045258,13.26044559,55.91625595,17.38870239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.80217361,63.01555634,22.98710442,527.9353638,20.55199432,406.628418,13.92882061,148.848999,56.65555191,173.8871765,26.79275322,NaN,16.33142471,137.4118347,6.230174065,67.65893555,4.799355984,158.958374,90.85139465,NaN,44.1596489,89.12528229,186.6339417,64.28297424,92.57427979,61.94858932,NaN,88.81331635,2.321564913,NaN,169.2003937,233.6043701,115.6426163
O75306,NDUFS2,30.91164398,33.81177139,13.14015388,NaN,NaN,250.6673279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.4374237,47.99505997,34.08086014,162.2081909,38.40021515,71.015625,14.88285542,170.3433533,27.17190361,61.73109055,31.73001099,15.54554272,35.68253708,103.1769028,26.16537857,20.28353119,NaN,73.28607178,NaN,NaN,16.97817612,13.97640514,26.88018799,14.19002914,27.81856537,10.76529312,3.43270278,NaN,18.18775177,6.468392372,27.02259636,41.71132278,50.64247131
O75309,CDH16,24.52420044,20.36069489,37.24777222,10.38173676,5.934274673,24.75326347,28.71866035,34.97811127,17.70081711,87.5226593,31.32645988,37.41231155,44.76244354,26.8476696,87.1286087,38.83902359,9.600242615,74.74113464,NaN,57.18490982,22.36627579,40.13628006,6.050231934,47.97492599,39.89796448,10.6905756,21.73218346,25.18407059,NaN,61.31360245,23.48745346,76.42549133,43.84870911,13.57287979,5.543820381,NaN,NaN,NaN,NaN,28.30644035,22.15411377,44.50451279,7.863714695,NaN,14.25350285,9.226509094
O75312,ZPR1,18.83662415,2.203303099,13.42716122,27.31370163,75.87602234,NaN,3.06524992,26.72447777,2.698052645,51.46714783,40.60634613,NaN,32.67644882,NaN,NaN,29.63768005,1.966558695,33.28679276,66.47094727,NaN,NaN,23.43728447,8.377997398,12.61878872,NaN,6.924777985,NaN,NaN,7.841464996,NaN,NaN,NaN,NaN,NaN,40.73390579,NaN,NaN,49.13697815,NaN,NaN,NaN,NaN,NaN,3.570981264,15.34541035,14.78617573
O75323,NIPSNAP2,6.335231781,10.19181919,9.493102074,NaN,1.724950433,NaN,NaN,NaN,NaN,9.309175491,NaN,NaN,NaN,NaN,2.009912729,NaN,10.18642712,1.859283924,1.194589257,NaN,4.118199348,12.84590626,12.62659836,NaN,NaN,4.641083717,3.787867308,NaN,3.302052736,NaN,16.95526886,NaN,2.407882929,NaN,4.163113117,7.08962822,11.13471889,1.581813812,2.010120869,NaN,2.184252977,6.812398434,NaN,4.015581608,14.47485733,5.143078327
O75326,SEMA7A,31.87309647,21.86877441,38.5105629,58.03459549,22.49688339,31.37486839,72.05210114,50.50938416,26.56867218,43.60314178,19.4956398,32.44736481,29.83327866,15.32697105,11.57879257,7.990464211,24.50354195,14.8713398,12.66676712,13.7722683,11.902668,8.485242844,23.6636982,15.99721527,29.80277634,17.34926796,43.19294739,48.53274155,NaN,11.01695442,17.27433968,NaN,20.11779213,23.3864975,14.35005283,12.20013142,11.45672131,17.28973961,23.21563721,26.47043037,NaN,16.29435158,44.25375748,23.53406334,42.64756012,52.18109131
O75339,CILP,461.398407,578.9193726,409.0778198,189.2735291,310.9488525,180.4719391,185.5529633,335.2672424,279.4553528,128.2395782,165.0747223,170.1639404,294.0754395,1249.711548,125.1244354,185.548584,100.28228,84.93469238,118.9977722,355.2657776,217.5190125,239.8914185,197.4386749,468.9564819,297.8640442,568.6190796,202.4197693,354.2549744,94.85227966,269.404541,210.5956573,224.0971375,344.9786072,136.3820801,423.295166,341.6336365,199.3238525,248.3672791,241.9250336,479.9908142,239.9891663,192.0827942,563.204834,176.5394592,115.5343781,299.5940247
O75340,PDCD6,121.1382904,252.1441193,247.8697815,63.75662231,76.75244904,103.7595825,91.66756439,113.6165161,118.0645599,85.17060089,89.05536652,91.59523773,111.162323,116.0130157,257.4568787,132.6071167,179.601181,136.3253021,141.9188538,150.8259888,205.326004,69.38062286,123.7966461,191.7598114,66.3201828,114.0895386,131.4411621,209.7714539,92.11022949,179.2601471,130.895874,88.52799988,292.4321899,100.8242569,62.48027039,74.01092529,94.82010651,42.57609177,65.60632324,89.01564026,73.09210968,130.1718903,90.98664856,74.06639099,106.8587036,45.30392456
O75348,ATP6V1G1,262.6274109,98.09200287,48.34759903,60.93788528,80.17292023,47.90642548,46.4792366,64.69723511,32.73425674,23.62198639,71.67503357,66.695755,35.46764755,1.712657332,13.07665348,50.09809113,79.90727997,41.80478287,127.7850723,27.6098671,79.23014069,50.03328323,118.4878616,36.41302872,51.03663635,56.8396492,138.2743683,40.68188858,53.24266052,17.92041969,60.58279037,NaN,26.83245087,37.44218826,22.04526329,24.95732117,14.96945667,22.46150398,9.151879311,NaN,8.412601471,17.37257195,6.927190781,26.92943382,83.10042572,69.55678558
O75351,VPS4B,493.2162781,117.2262192,119.2552872,65.3451004,114.7390137,157.8722229,523.4054565,137.9483795,264.0272217,59.56693268,372.3928223,419.8079224,509.7487488,84.06465149,187.3811493,516.9923706,118.4528809,124.4482269,136.2698364,NaN,104.5726547,NaN,104.7290192,81.2556839,143.5899506,125.3273849,233.4584961,NaN,180.7919312,115.0432892,126.0177002,NaN,238.8732452,209.2806091,125.800087,180.9621124,93.46836853,NaN,NaN,NaN,NaN,NaN,59.40636444,115.3009262,150.5735779,81.23635101
O75352,MPDU1,24.34903145,29.41581726,28.41287994,NaN,1.295773864,NaN,NaN,NaN,NaN,NaN,2.329332113,2.693024397,NaN,43.78717804,32.0392952,35.42405319,163.0487518,33.60105515,82.76139069,7.111916065,98.76226044,25.34557533,80.78736115,13.18863678,11.55920315,39.70314789,122.6270523,24.06845474,17.12012863,6.050057411,50.74967957,6.777662277,NaN,25.44244385,50.15035629,74.04901886,29.831213,23.08498955,5.968669891,2.665347815,NaN,9.100269318,14.02186584,30.61522293,26.3301239,21.78326988
O75356,ENTPD5,127.6535873,84.35299683,134.7256622,132.4092407,143.8378906,195.5072174,258.1448975,143.443222,169.1866302,256.7459412,173.3201447,152.0918121,122.5234528,109.9692688,119.6147766,158.0301361,76.32692719,105.2461014,85.87050629,90.98347473,130.1413879,149.51828,142.3217316,264.2949219,135.9494781,80.50141907,108.0709,193.9222107,221.8653564,305.3822937,101.4289246,181.236496,238.2130585,386.542572,193.3288116,102.8526993,196.8149872,138.432251,325.1986389,280.2529602,86.44281006,144.4911652,149.6053772,91.02053833,72.75775146,75.50003815
O75367,MACROH2A1,5.194212914,3.020198584,1.390399337,6.024267197,NaN,38.93923569,24.36996841,13.02133274,35.99707413,4.077802181,23.23059845,81.16195679,25.58307648,12.76288128,NaN,6.247827053,13.96132851,4.978917122,22.75416756,5.831533909,52.01749039,2.637300253,45.10824203,10.96502018,4.308900833,20.96385384,6.046643734,7.910555363,59.30693817,9.57588768,6.464766979,NaN,3.632810354,14.93867302,19.95477867,22.3824482,15.48536777,17.26580811,8.528171539,9.547578812,15.62448597,13.90706062,12.75981998,36.12203598,118.860672,48.84180832
O75368,SH3BGRL,202.6571655,144.717514,182.4854279,117.7038574,145.1272125,80.69674683,52.47270203,132.5605164,126.939743,61.90969849,122.0744171,149.7205811,164.5551605,184.2882843,51.97865677,30.60593224,74.74759674,42.19634628,115.1918716,30.85211754,70.62722778,34.47551727,44.57372284,32.96130371,36.5481987,31.91671562,87.40502167,34.01157379,67.57866669,59.12209702,48.12007523,40.86073303,23.48654556,54.03739929,47.64242935,69.80552673,57.8551712,54.63747406,26.65574265,20.91991615,59.57945633,31.01768684,39.11168289,53.47657776,57.87878799,57.78544998
O75369,FLNB,34.41626358,19.57828712,NaN,18.39807892,7.105163097,20.3398838,13.77091694,50.22257614,NaN,NaN,24.60844994,NaN,NaN,59.44337845,NaN,NaN,36.7767868,NaN,NaN,30.8972435,NaN,NaN,29.68104744,75.04334259,NaN,27.21666908,35.02368927,58.51004028,22.61356735,18.21505737,38.19263458,NaN,58.57956696,139.1456757,56.62492371,33.27082062,51.79704666,58.17581177,27.53699875,32.11809921,47.22752762,23.62567139,34.39091873,13.42810726,29.56134415,20.76028252
O75380,NDUFS6,0.838345587,1.684564948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.389720321,NaN,3.501063585,7.215971947,46.5989151,1.783645034,14.09616756,5.556289673,24.67880249,2.853081465,NaN,1.380873084,64.29924774,NaN,NaN,NaN,10.3962698,NaN,NaN,7.248835087,3.721573591,8.793542862,1.773204565,1.136289477,NaN,NaN,NaN,NaN,1.74066925,9.302241325,7.081901073,10.4289856
O75381,PEX14,33.99920273,5.635640621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.16508007,42.86595535,NaN,8.451352119,8.784942627,15.28824806,9.114211082,20.07893181,19.79495049,NaN,18.70378113,20.7595253,270.6361084,NaN,NaN,18.31449509,NaN,NaN,32.26202011,28.2361145,43.25037766,13.43160248,13.73193645,22.90810013,NaN,NaN,34.18207169,115.1322021,14.90514469,30.37041092,35.73310089
O75390,CS,279.2604065,117.9678116,59.98701859,28.64406776,NaN,NaN,NaN,NaN,83.12992859,NaN,NaN,NaN,NaN,440.473938,160.035965,285.4525146,675.9787598,204.0480499,561.7124023,72.54228973,498.1802979,388.9282532,389.4895325,265.0310364,88.56684875,202.3519897,943.4199219,101.7056046,162.0564117,38.84757996,430.2657776,89.91262817,33.03037262,80.43789673,304.4247131,722.1396484,236.7604218,267.0220642,77.79901123,45.1376915,79.83114624,73.57250977,75.89129639,508.7425232,271.7960205,273.7695618
O75396,SEC22B,35.21271896,13.19212341,21.14564514,27.09390831,22.96521759,25.77339745,25.12825012,NaN,56.03701019,32.8718338,22.52189255,21.93723869,38.91776276,187.1107483,30.87660408,44.15343475,25.14680481,43.85583878,31.57410812,23.70949364,38.84817123,27.63373947,36.46745682,51.78271484,13.523592,33.17092896,39.76379395,73.98325348,21.45404243,NaN,32.26672745,NaN,64.8481369,16.48379135,55.62600708,55.13445282,45.3718605,50.87618637,31.89447403,36.6254158,39.92932892,19.82585907,52.41698456,33.02058411,53.24261475,69.51847076
O75400,PRPF40A,42.23026657,74.91960907,123.8893509,NaN,159.5823059,NaN,NaN,NaN,31.52703857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.93425369,NaN,NaN,NaN,NaN,23.84489632,45.27087402,10.2086792,NaN,28.29797363,NaN,24.0969677,14.88050556,NaN,NaN,95.14444733,NaN,NaN,32.31971741,25.73878098,52.59553909,41.87654877,14.81012726,NaN,NaN,NaN,95.07918549,56.2959404,185.3195953,31.74310875
O75427,LRCH4,6.763420582,NaN,12.63254261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.00931263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.06117821,10.48409748
O75439,PMPCB,23.33512115,11.63086033,11.88669777,4.040332794,NaN,14.34004402,NaN,NaN,10.77834797,12.37121582,NaN,NaN,NaN,NaN,18.60782242,13.96899319,71.31633759,15.78130054,52.24825668,NaN,48.49968719,22.86929703,31.52525902,32.32603073,19.64539719,19.69028854,49.02360916,9.17781353,6.817070961,NaN,27.62771416,4.330249786,NaN,9.918663979,NaN,20.60447502,7.746058464,12.62659264,12.12292576,NaN,13.80404282,3.774007082,10.47853947,13.96108437,34.01942825,27.83349609
O75452,RDH16,NaN,NaN,4.955875397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.95693302,NaN,NaN,32.1226387,NaN,NaN,NaN,115.5288773,NaN,NaN,NaN,NaN,NaN,NaN,32.64373016,44.00857925,41.36410904,NaN,48.13623428,NaN,NaN,10.47803211,40.00904846,NaN,NaN,NaN
O75477,ERLIN1,23.6859436,6.582253456,3.138038158,NaN,NaN,NaN,NaN,9.073515892,NaN,NaN,NaN,NaN,NaN,17.06257629,17.10054398,21.22548294,72.77095032,NaN,47.11159515,4.829145908,38.29037857,15.05437374,77.42727661,15.09959221,11.77465153,25.57103729,36.27880859,NaN,NaN,NaN,11.09536457,NaN,NaN,12.88393784,21.81562233,27.38305283,21.83382225,2.652992964,NaN,NaN,NaN,NaN,5.630171776,23.08739281,21.6855793,12.08935261
O75487,GPC4,63.91597366,70.09823608,88.52126312,27.98446655,35.33656311,66.72368622,43.88488388,44.14149094,27.54208755,39.03773499,20.6316185,51.04884338,28.1992588,116.1704559,60.31244659,78.39633179,44.4515686,42.04531097,24.16844559,77.46067047,49.06451035,56.06541443,64.19707489,78.18244171,46.07525635,62.82273483,69.1634903,40.16212845,48.20191574,71.37757111,98.93508911,73.98416901,75.67234802,76.44346619,112.0583038,112.7735977,92.22362518,91.86343384,89.1677475,162.6658936,110.1950378,76.72091675,117.0126801,57.95239639,38.68222809,559.1658936
O75489,NDUFS3,20.39822006,18.62247658,9.54255867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.06035614,19.77189064,14.1195755,84.28665161,25.49549294,60.48003006,NaN,47.58082581,25.72520256,48.0471344,26.8033371,NaN,18.17731094,66.77236176,5.644888401,6.631345749,NaN,31.92381668,NaN,NaN,23.68557358,16.69614601,25.23264694,17.71364784,24.71445465,11.60590076,14.11613655,9.729002953,12.02810192,12.43050194,24.51404572,17.72107697,26.90991211
O75503,CLN5,21.49318504,20.03961182,19.88111687,20.73517418,22.21761703,32.9875946,25.10887527,31.45726013,22.98752403,22.74411011,NaN,NaN,16.02998924,NaN,51.74411392,22.00621033,31.33691406,36.80786896,34.26142883,33.69206238,34.4396286,32.23184586,40.99552155,32.39251328,20.11391258,21.74141121,43.80084229,24.47546768,25.67356682,28.78325462,36.78487778,16.94130707,21.90875626,18.84375,20.19075966,35.06718445,33.94283676,19.46109772,30.50400543,9.438941956,32.84332275,17.83153725,18.23654556,20.2355957,13.46348095,37.16651535
O75509,TNFRSF21,11.10836887,13.31837654,9.986354828,6.640057564,10.76721573,9.192705154,12.22341633,13.95128441,10.57977676,16.32719231,9.170152664,13.55493259,7.642614841,38.0783577,5.543289661,6.487162113,7.481255531,15.52268887,7.345713139,23.33672333,11.20655537,15.65167046,9.950798988,26.07965851,15.90320301,8.674555779,13.59725571,15.91112328,13.38436985,5.819547653,4.110665798,8.17869854,31.19007683,11.98578548,15.26472759,11.53394794,1.984584451,106.577301,6.184408665,39.23532104,19.73039627,15.51222038,14.47677898,7.809238434,6.022178173,40.81602478
O75521,ECI2,23.2431736,41.02578354,25.20926666,NaN,4.789342403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.12036896,42.64564896,157.1602325,36.36042023,57.93397903,NaN,76.41716003,23.71635628,40.94028473,35.17075729,NaN,31.40537262,56.71516418,10.96950722,10.8579092,NaN,43.07439423,NaN,NaN,NaN,17.31409264,32.46205521,11.87967682,15.41583061,4.397479057,NaN,11.32620525,9.766155243,19.40212059,22.08665848,15.87945366,30.6875248
O75531,BANF1,593.3710327,984.3674927,1840.427002,338.6842346,302.9960327,571.9745483,1450.07959,292.8442078,1463.851685,192.0836487,1076.805542,1286.413452,222.876297,17.18447113,109.5282288,79.76821899,242.5648346,217.2019043,229.2563171,32.14649963,319.1998291,46.10452271,272.1808777,84.92087555,88.78752136,93.16915131,422.7222595,104.2977676,180.1287384,49.80082703,57.89899063,41.76105118,15.3563776,148.3302612,37.1607399,153.4942017,22.49161148,31.13082314,31.94757271,43.49378967,30.68056107,27.38695145,43.1375351,60.10142517,189.0614319,234.4454498
O75533,SF3B1,23.71665001,3.063136578,10.08803463,36.0767746,2.161201,25.54608727,42.51722336,47.48738861,49.1536026,NaN,10.29366493,58.36347961,58.21540833,NaN,24.75959396,14.84358025,19.51950264,19.69446564,46.56532669,NaN,38.99810791,15.85949421,56.1095314,17.29678154,6.343509197,14.46266365,67.00856018,11.64523029,20.40166664,NaN,25.57809067,NaN,NaN,22.72867012,13.22148228,10.27809334,28.89143944,17.67213058,8.155387878,NaN,29.53136635,NaN,5.450262547,23.16592598,129.0220337,24.23155212
O75558,STX11,813.6382446,882.177124,910.7208252,409.0647278,267.2658081,194.9629059,137.8919525,289.5434265,376.6479797,140.9494019,180.5994568,322.2545471,333.6613159,234.9316559,99.78276825,190.1838989,449.1124878,147.3013,491.6912231,75.23212433,270.356842,134.6586761,213.6040039,88.88851166,80.78898621,170.4408722,485.6672058,50.04090118,107.8781357,19.62672234,175.6737823,32.72280884,15.60880756,134.8932037,117.1083374,215.5423431,131.752533,144.723526,84.42948151,53.58969498,20.17642021,49.26026535,40.37693787,205.8318634,312.4784851,257.2453613
O75563,SKAP2,1321.863647,816.5393677,1412.042358,144.3540649,407.5318909,285.3840637,543.6902466,272.6625977,326.6989441,194.8586121,349.3071899,417.2535095,306.079834,441.5035706,83.23529053,176.9651489,158.9476624,116.4462738,175.7890472,34.25269318,161.4991302,124.4442902,159.8156891,82.54760742,74.37835693,113.4265594,271.255249,32.84704208,127.7250519,40.71824265,79.53364563,61.66918564,53.47800446,128.9550171,93.71838379,159.3936157,172.0037842,125.8659286,82.9138031,38.13752747,32.97507095,38.25650024,173.9051971,245.5405426,243.3631134,221.745697
O75578,ITGA10,NaN,10.73599052,NaN,NaN,NaN,NaN,6.917229176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.039009571,8.518250465,NaN,NaN,NaN,NaN,10.42969704,NaN,17.13879013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O75592,MYCBP2,18.61356926,16.60119247,14.50630569,NaN,64.80501556,NaN,NaN,NaN,7.926977158,NaN,19.50985146,NaN,16.65154648,NaN,NaN,15.33177757,17.85988235,9.742776871,14.22929382,NaN,19.33036613,6.160053253,15.30019379,13.59895802,NaN,11.8991375,13.32152081,NaN,6.728914738,NaN,9.891550064,NaN,NaN,14.95056343,22.3411541,18.62411499,16.08702087,10.4689064,8.776985168,15.44385147,NaN,NaN,NaN,16.50832558,37.33539581,16.28119278
O75594,PGLYRP1,5.967324257,NaN,4.831822395,13.96716309,4.707941532,13.60533524,8.85756588,40.77941132,16.19672394,25.97921562,12.46162987,16.24370766,9.996970177,NaN,10.90949726,27.77988625,96.50946808,23.44987297,133.0081329,16.28303719,91.02502441,17.53198242,282.6529541,20.98265266,68.45507813,244.2432098,90.19168091,81.97733307,71.38759613,20.83751869,17.3143177,6.514621735,15.73191643,14.12081623,106.5375977,22.77826881,79.60729218,31.61439896,16.95889854,12.11139107,15.35666084,NaN,24.26939774,263.4963989,86.35049438,41.11455917
